Filtering the log data using "process == "DietDailyMobile""
Timestamp                       (process)[PID]    
2025-10-04 19:39:21.873594+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_socket_setup_notsent_lowat [C27.1.1:1] Set TCP_NOTSENT_LOWAT(16384)
2025-10-04 19:39:21.873627+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:] tcp_connection_get_statistics DNS: 4ms/5ms since start, TCP: 1ms/1ms since start, TLS: 0ms/0ms since start
2025-10-04 19:39:21.873653+0800  localhost DietDailyMobile[6793]: (CFNetwork) [com.apple.CFNetwork:Default] TCP Conn 0x600003310000 event 1. err: 0
2025-10-04 19:39:21.873689+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:] tcp_connection_get_socket 26 dupfd: 15, takeownership: true
2025-10-04 19:39:21.873711+0800  localhost DietDailyMobile[6793]: (CFNetwork) [com.apple.CFNetwork:Default] TCP Conn 0x600003310000 complete. fd: 15, err: 0
2025-10-04 19:39:21.873719+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_flow_connected [C27.1.1 IPv6#396b6a25.8081 in_progress socket-flow (satisfied (Path is satisfied), interface: lo0)] Output protocol connected (socket)
2025-10-04 19:39:21.873758+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_endpoint_flow_connected_path_change [C27.1.1 IPv6#396b6a25.8081 ready socket-flow (satisfied (Path is satisfied), interface: lo0)]
2025-10-04 19:39:21.873785+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_endpoint_flow_connected_path_change [C27.1.1 IPv6#396b6a25.8081 ready socket-flow (satisfied (Path is satisfied), interface: lo0)] Connected path is satisfied, not viable
2025-10-04 19:39:21.873813+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_endpoint_resolver_receive_report [C27.1 Hostname#e0897aaa:8081 in_progress resolver (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] received child report: [C27.1.1 IPv6#396b6a25.8081 ready socket-flow (satisfied (Path is satisfied), interface: lo0)]
2025-10-04 19:39:21.873841+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_endpoint_flow_receive_report [C27 Hostname#e0897aaa:8081 in_progress parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] received child report: [C27.1.1 IPv6#396b6a25.8081 ready socket-flow (satisfied (Path is satisfied), interface: lo0)]
2025-10-04 19:39:21.873895+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] [C27.1.1 IPv6#396b6a25.8081 ready socket-flow (satisfied (Path is satisfied), interface: lo0)] event: flow:child_finish_connect @0.006s
2025-10-04 19:39:21.873925+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_endpoint_flow_receive_report [C27 IPv6#396b6a25.8081 in_progress parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] connecting endpoint_flow to child's shared protocol
2025-10-04 19:39:21.873973+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_endpoint_flow_setup_protocols [C27 IPv6#396b6a25.8081 in_progress parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] already set up
2025-10-04 19:39:21.874052+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_endpoint_flow_setup_protocols [C27 IPv6#396b6a25.8081 in_progress parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] child flow connected, starting
2025-10-04 19:39:21.874084+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_endpoint_flow_setup_protocols [C27 IPv6#396b6a25.8081 in_progress parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] already started
2025-10-04 19:39:21.874117+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_endpoint_flow_receive_report [C27 IPv6#396b6a25.8081 in_progress parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] received child report: [C27.1 Hostname#e0897aaa:8081 ready resolver (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)]
2025-10-04 19:39:21.874145+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] [C27.1 Hostname#e0897aaa:8081 ready resolver (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] event: flow:child_finish_connect @0.007s
2025-10-04 19:39:21.874172+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_endpoint_handler_cancel [C27.1.2 IPv4#a1ba0abe:8081 initial path ((null))]
2025-10-04 19:39:21.874203+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_flow_connected [C27 IPv6#396b6a25.8081 in_progress parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] Output protocol connected (endpoint_flow)
2025-10-04 19:39:21.874232+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_endpoint_flow_connected_path_change [C27 IPv6#396b6a25.8081 ready parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)]
2025-10-04 19:39:21.874264+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_endpoint_flow_connected_path_change [C27 IPv6#396b6a25.8081 ready parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] Connected path is satisfied, child is not viable
2025-10-04 19:39:21.874299+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] [C27 IPv6#396b6a25.8081 ready parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] event: flow:finish_connect @0.007s
2025-10-04 19:39:21.874335+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_connection_run_pqtls_probe_locked_on_nw_queue [C27] No TLS metadata; not running PQ-TLS probe
2025-10-04 19:39:21.874357+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_connection_run_ech_probe_locked_on_nw_queue [C27] stack doesn't include TLS; not running ECH probe
2025-10-04 19:39:21.874391+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_connection_endpoint_report_on_nw_queue_block_invoke [C27] Connected fallback generation 0
2025-10-04 19:39:21.874412+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_connection_start_candidate_manager_if_needed_locked [C27] Checking whether to start candidate manager
2025-10-04 19:39:21.874431+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_connection_start_candidate_manager_if_needed_locked [C27] Connection does not support multipath, not starting candidate manager
2025-10-04 19:39:21.874453+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_connection_report_state_with_handler_on_nw_queue [C27] reporting state ready
2025-10-04 19:39:21.874522+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:] tcp_connection_start_block_invoke 27 sending event TCP_CONNECTION_EVENT_CONNECTED in response to state ready and error (null)
2025-10-04 19:39:21.874612+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:] tcp_connection_fillout_event_locked 27 event: TCP_CONNECTION_EVENT_CONNECTED, reason: nw_connection event, should deliver: true
2025-10-04 19:39:21.874640+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:] tcp_connection_get_statistics DNS: 2ms/3ms since start, TCP: 1ms/1ms since start, TLS: 0ms/0ms since start
2025-10-04 19:39:21.874660+0800  localhost DietDailyMobile[6793]: (CFNetwork) [com.apple.CFNetwork:Default] TCP Conn 0x600003314000 event 1. err: 0
2025-10-04 19:39:21.874686+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:] tcp_connection_get_socket 27 dupfd: 18, takeownership: true
2025-10-04 19:39:21.874746+0800  localhost DietDailyMobile[6793]: (CFNetwork) [com.apple.CFNetwork:Default] TCP Conn 0x600003314000 complete. fd: 18, err: 0
2025-10-04 19:39:23.963379+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:] tcp_connection_create_with_endpoint_and_parameters 28 localhost 8081
2025-10-04 19:39:23.963511+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:] tcp_connection_set_usage_model 28 setting usage model to 1
2025-10-04 19:39:23.963561+0800  localhost DietDailyMobile[6793]: (CFNetwork) [com.apple.CFNetwork:Default] TCP Conn [28:0x600003310460] using empty proxy configuration
2025-10-04 19:39:23.963588+0800  localhost DietDailyMobile[6793]: (CFNetwork) [com.apple.CFNetwork:Default] Stream client bypassing proxies on TCP Conn [28:0x600003310460]
2025-10-04 19:39:23.963610+0800  localhost DietDailyMobile[6793]: (CFNetwork) [com.apple.CFNetwork:Default] TCP Conn 0x600003310460 started
2025-10-04 19:39:23.963631+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:] tcp_connection_start 28 starting
2025-10-04 19:39:23.963719+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_connection_create_with_id [C28] create connection to Hostname#e0897aaa:8081
2025-10-04 19:39:23.963797+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:] tcp_connection_start starting tc_nwconn=0x10420b700
2025-10-04 19:39:23.963994+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] [C28 1610D1AF-5108-41BF-8557-4CFC679D12C1 Hostname#e0897aaa:8081 tcp, definite, attribution: developer, context: Default Network Context (private), proc: 7C84A24C-7D79-30F9-8753-B67007C6DFBD, delegated upid: 0, no proxy, prohibit fallback, allow socket access] start
2025-10-04 19:39:23.964043+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_endpoint_handler_start [C28 Hostname#e0897aaa:8081 initial parent-flow ((null))]
2025-10-04 19:39:23.964106+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] [C28 Hostname#e0897aaa:8081 initial parent-flow ((null))] event: path:start @0.000s
2025-10-04 19:39:23.964219+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_endpoint_handler_path_change [C28 Hostname#e0897aaa:8081 waiting parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)]
2025-10-04 19:39:23.964263+0800  localhost DietDailyMobile[6793]: (libsystem_networkextension.dylib) [com.apple.networkextension:] ne_tracker_check_is_hostname_blocked() proceeding with the in_the_app check for hostname: localhost
2025-10-04 19:39:23.964382+0800  localhost DietDailyMobile[6793]: (CoreFoundation) [com.apple.CFBundle:resources] Resource lookup at CFBundle 0x600003b00540 </Users/gilko/Library/Developer/CoreSimulator/Devices/0C9B8294-89F3-48B8-A497-1282977A6AC8/data/Containers/Bundle/Application/4040A304-8946-4951-BEFD-1CBB8DD38452/DietDailyMobile.app> (executable, loaded)
	Request       : InfoPlist type: strings
	Result        : None
2025-10-04 19:39:23.964412+0800  localhost DietDailyMobile[6793]: (CoreFoundation) [com.apple.CFBundle:resources] Resource lookup at CFBundle 0x600003b00540 </Users/gilko/Library/Developer/CoreSimulator/Devices/0C9B8294-89F3-48B8-A497-1282977A6AC8/data/Containers/Bundle/Application/4040A304-8946-4951-BEFD-1CBB8DD38452/DietDailyMobile.app> (executable, loaded)
	Request       : InfoPlist type: stringsdict
	Result        : None
2025-10-04 19:39:23.964460+0800  localhost DietDailyMobile[6793]: (libsystem_networkextension.dylib) [com.apple.networkextension:] ne_tracker_check_is_hostname_blocked(): hostname localhost is not a tracker. Returning: ne_tracker_status_none
2025-10-04 19:39:23.964573+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] [C28 Hostname#e0897aaa:8081 waiting parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] event: path:satisfied @0.000s, uuid: 990A48E9-3732-4B80-96DC-65BE16CE8A11
2025-10-04 19:39:23.964632+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_connection_endpoint_report_on_nw_queue_block_invoke [C28 Hostname#e0897aaa:8081 waiting parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] skipping state update
2025-10-04 19:39:23.964722+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_endpoint_flow_attach_protocols [C28 Hostname#e0897aaa:8081 in_progress parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)]
2025-10-04 19:39:23.964760+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_endpoint_flow_attach_protocols [C28 Hostname#e0897aaa:8081 in_progress parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] stopping after adding persistent application protocols
2025-10-04 19:39:23.964792+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_endpoint_flow_setup_protocols [C28 Hostname#e0897aaa:8081 in_progress parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] persistent protocol stack, starting
2025-10-04 19:39:23.964833+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] [C28 Hostname#e0897aaa:8081 in_progress parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] event: flow:start_connect @0.000s
2025-10-04 19:39:23.964872+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_connection_report_state_with_handler_on_nw_queue [C28] reporting state preparing
2025-10-04 19:39:23.964909+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_endpoint_flow_connect [C28 Hostname#e0897aaa:8081 in_progress parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] connect bottom protocol
2025-10-04 19:39:23.964940+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_endpoint_flow_start_child [C28 Hostname#e0897aaa:8081 in_progress parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] creating and starting child handler
2025-10-04 19:39:23.965016+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] [C28 Hostname#e0897aaa:8081 in_progress parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] event: flow:start_child @0.000s
2025-10-04 19:39:23.965048+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_endpoint_handler_start [C28.1 Hostname#e0897aaa:8081 initial path ((null))]
2025-10-04 19:39:23.965078+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_endpoint_flow_receive_report [C28 Hostname#e0897aaa:8081 in_progress parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] received child report: [C28.1 Hostname#e0897aaa:8081 initial path ((null))]
2025-10-04 19:39:23.965109+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] [C28.1 Hostname#e0897aaa:8081 initial path ((null))] event: path:start @0.001s
2025-10-04 19:39:23.965154+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_endpoint_handler_path_change [C28.1 Hostname#e0897aaa:8081 waiting path (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)]
2025-10-04 19:39:23.965197+0800  localhost DietDailyMobile[6793]: (libsystem_networkextension.dylib) [com.apple.networkextension:] ne_tracker_check_is_hostname_blocked() proceeding with the in_the_app check for hostname: localhost
2025-10-04 19:39:23.965327+0800  localhost DietDailyMobile[6793]: (CoreFoundation) [com.apple.CFBundle:resources] Resource lookup at CFBundle 0x600003b00540 </Users/gilko/Library/Developer/CoreSimulator/Devices/0C9B8294-89F3-48B8-A497-1282977A6AC8/data/Containers/Bundle/Application/4040A304-8946-4951-BEFD-1CBB8DD38452/DietDailyMobile.app> (executable, loaded)
	Request       : InfoPlist type: strings
	Result        : None
2025-10-04 19:39:23.965370+0800  localhost DietDailyMobile[6793]: (CoreFoundation) [com.apple.CFBundle:resources] Resource lookup at CFBundle 0x600003b00540 </Users/gilko/Library/Developer/CoreSimulator/Devices/0C9B8294-89F3-48B8-A497-1282977A6AC8/data/Containers/Bundle/Application/4040A304-8946-4951-BEFD-1CBB8DD38452/DietDailyMobile.app> (executable, loaded)
	Request       : InfoPlist type: stringsdict
	Result        : None
2025-10-04 19:39:23.965423+0800  localhost DietDailyMobile[6793]: (libsystem_networkextension.dylib) [com.apple.networkextension:] ne_tracker_check_is_hostname_blocked(): hostname localhost is not a tracker. Returning: ne_tracker_status_none
2025-10-04 19:39:23.965497+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_endpoint_flow_receive_report [C28 Hostname#e0897aaa:8081 in_progress parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] received child report: [C28.1 Hostname#e0897aaa:8081 waiting path (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)]
2025-10-04 19:39:23.965539+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] [C28.1 Hostname#e0897aaa:8081 waiting path (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] event: path:satisfied @0.001s, uuid: 990A48E9-3732-4B80-96DC-65BE16CE8A11
2025-10-04 19:39:23.965596+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] -[NWConcrete_nw_endpoint_resolver startWithHandler:] [C28.1 Hostname#e0897aaa:8081 waiting resolver (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)]
2025-10-04 19:39:23.965641+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_endpoint_flow_receive_report [C28 Hostname#e0897aaa:8081 in_progress parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] received child report: [C28.1 Hostname#e0897aaa:8081 in_progress resolver (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)]
2025-10-04 19:39:23.965676+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] [C28.1 Hostname#e0897aaa:8081 in_progress resolver (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] event: resolver:start_dns @0.001s
2025-10-04 19:39:23.966353+0800  localhost DietDailyMobile[6793]: (libsystem_networkextension.dylib) [com.apple.networkextension:] ne_tracker_check_is_hostname_blocked() proceeding with the in_the_app check for hostname: localhost
2025-10-04 19:39:23.966444+0800  localhost DietDailyMobile[6793]: (CoreFoundation) [com.apple.CFBundle:resources] Resource lookup at CFBundle 0x600003b00540 </Users/gilko/Library/Developer/CoreSimulator/Devices/0C9B8294-89F3-48B8-A497-1282977A6AC8/data/Containers/Bundle/Application/4040A304-8946-4951-BEFD-1CBB8DD38452/DietDailyMobile.app> (executable, loaded)
	Request       : InfoPlist type: strings
	Result        : None
2025-10-04 19:39:23.966529+0800  localhost DietDailyMobile[6793]: (CoreFoundation) [com.apple.CFBundle:resources] Resource lookup at CFBundle 0x600003b00540 </Users/gilko/Library/Developer/CoreSimulator/Devices/0C9B8294-89F3-48B8-A497-1282977A6AC8/data/Containers/Bundle/Application/4040A304-8946-4951-BEFD-1CBB8DD38452/DietDailyMobile.app> (executable, loaded)
	Request       : InfoPlist type: stringsdict
	Result        : None
2025-10-04 19:39:23.966562+0800  localhost DietDailyMobile[6793]: (libsystem_networkextension.dylib) [com.apple.networkextension:] ne_tracker_check_is_hostname_blocked(): hostname localhost is not a tracker. Returning: ne_tracker_status_none
2025-10-04 19:39:23.966761+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_resolver_create_dns_service_locked [C28.1] Starting host resolution Hostname#e0897aaa:8081, flags 0xc000d000 proto 0
2025-10-04 19:39:23.967112+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:] tcp_connection_cancel 26
2025-10-04 19:39:23.967173+0800  localhost DietDailyMobile[6793]: (CFNetwork) [com.apple.CFNetwork:Default] TCP Conn 0x600003310000 canceled
2025-10-04 19:39:23.967209+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] [C26 3452EB93-3253-46D5-A9F8-6461077F30B1 Hostname#e0897aaa:8081 tcp, legacy-socket, definite, attribution: developer] cancel
2025-10-04 19:39:23.967403+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] [C26 3452EB93-3253-46D5-A9F8-6461077F30B1 Hostname#e0897aaa:8081 tcp, legacy-socket, definite, attribution: developer] cancelled
	[C26.1.1 0EEB472F-2459-4EFE-83DC-4ACD1D87EA34 ::1.61751<->IPv6#396b6a25.8081]
	Connected Path: satisfied (Path is satisfied), interface: lo0
	Privacy Stance: Not Eligible
	Duration: 2.102s, DNS @0.001s took 0.004s, TCP @0.007s took 0.001s
	bytes in/out: 144/219, packets in/out: 2/2, rtt: 0.001s, retransmitted bytes: 0, out-of-order bytes: 0
	ecn packets sent/acked/marked/lost: 0/0/0/0
2025-10-04 19:39:23.967471+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_endpoint_handler_cancel [C26 IPv6#396b6a25.8081 ready parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)]
2025-10-04 19:39:23.967517+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_flow_passthrough_disconnected [C26.1.1 IPv6#396b6a25.8081 ready socket-flow (satisfied (Path is satisfied), interface: lo0)] deferring fail on disconnected
2025-10-04 19:39:23.967557+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_endpoint_handler_cancel [C26.1 Hostname#e0897aaa:8081 ready resolver (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)]
2025-10-04 19:39:23.967586+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_endpoint_handler_cancel [C26.1.1 IPv6#396b6a25.8081 ready socket-flow (satisfied (Path is satisfied), interface: lo0)]
2025-10-04 19:39:23.967624+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_flow_passthrough_disconnected [C26.1.1 IPv6#396b6a25.8081 cancelled socket-flow ((null))] deferring fail on disconnected
2025-10-04 19:39:23.967693+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_flow_cancel_read_write_requests [C26.1.1 IPv6#396b6a25.8081 cancelled socket-flow ((null))] cancelling read/write requests
2025-10-04 19:39:23.967733+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_endpoint_handler_cancel [C26.1.2 IPv4#a1ba0abe:8081 cancelled path ((null))]
2025-10-04 19:39:23.967787+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_resolver_cancel [C26.1] 0x10750a300
2025-10-04 19:39:23.967885+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_flow_cancel_read_write_requests [C26 Hostname#e0897aaa:8081 cancelled parent-flow ((null))] cancelling read/write requests
2025-10-04 19:39:23.967934+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_connection_report_state_with_handler_on_nw_queue [C26] reporting state cancelled
2025-10-04 19:39:23.967981+0800  localhost DietDailyMobile[6793]: (CFNetwork) [com.apple.CFNetwork:Default] TCP Conn 0x600003310000 released
2025-10-04 19:39:23.968046+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_resolver_host_resolve_callback [C28.1] flags=0x40000003 ifindex=4294967295 error=NoError(0) hostname=localhost. addr=IPv6#2703831c ttl=1
2025-10-04 19:39:23.968049+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:] -[NWConcrete_tcp_connection dealloc] 26
2025-10-04 19:39:23.968143+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] [C26 Hostname#e0897aaa:8081 tcp, legacy-socket, definite, attribution: developer] dealloc
2025-10-04 19:39:23.968270+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_resolver_host_resolve_callback [C28.1] flags=0x40000002 ifindex=4294967295 error=NoError(0) hostname=localhost. addr=IPv4#bb8b4f1f ttl=1
2025-10-04 19:39:23.968349+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:] sa_dst_compare_rfc6724 Rule 6, prefer d2, d2 precedence 50 > d1 precedence 35
2025-10-04 19:39:23.968377+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:] sa_dst_compare_internal <private>@0 < <private>@0
2025-10-04 19:39:23.968463+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_resolver_create_prefer_connected_variant [C28.1] Prefer Connected: IPv6#396b6a25.8081 is already the first endpoint
2025-10-04 19:39:23.968557+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:] nw_fd_wrapper_close closed <fd_wrapper 13, guarded: false>
2025-10-04 19:39:23.968595+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_endpoint_resolver_update [C28.1 Hostname#e0897aaa:8081 in_progress resolver (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] resolver is complete
2025-10-04 19:39:23.968652+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_endpoint_resolver_update [C28.1 Hostname#e0897aaa:8081 in_progress resolver (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] Adding endpoint handler for IPv6#396b6a25.8081
2025-10-04 19:39:23.968696+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_endpoint_resolver_update [C28.1 Hostname#e0897aaa:8081 in_progress resolver (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] Adding endpoint handler for IPv4#a1ba0abe:8081
2025-10-04 19:39:23.968730+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_endpoint_resolver_update [C28.1 Hostname#e0897aaa:8081 in_progress resolver (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] Updated endpoint list is (IPv6#396b6a25.8081,IPv4#a1ba0abe:8081)
2025-10-04 19:39:23.968760+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_endpoint_flow_receive_report [C28 Hostname#e0897aaa:8081 in_progress parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] received child report: [C28.1 Hostname#e0897aaa:8081 in_progress resolver (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)]
2025-10-04 19:39:23.968792+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] [C28.1 Hostname#e0897aaa:8081 in_progress resolver (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] event: resolver:receive_dns @0.004s
2025-10-04 19:39:23.968835+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_endpoint_resolver_start_next_child [C28.1 Hostname#e0897aaa:8081 in_progress resolver (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] starting child endpoint IPv6#396b6a25.8081
2025-10-04 19:39:23.968863+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_endpoint_handler_start [C28.1.1 IPv6#396b6a25.8081 initial path ((null))]
2025-10-04 19:39:23.968889+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_endpoint_resolver_receive_report [C28.1 Hostname#e0897aaa:8081 in_progress resolver (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] received child report: [C28.1.1 IPv6#396b6a25.8081 initial path ((null))]
2025-10-04 19:39:23.968917+0800  localhost DietDailyMobile[6793]: (Network) [com.apple.network:connection] nw_endpoint_flow_receive_report [C28 Hostname#e0897aaa:8081 in_progress parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] received child report: [C28.1.1 IPv6#396b6a25.8081 initial path ((null))]
